#Table1
objID,ra,dec,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,petroRad_r,petroRad_g,z,zErr
1237648675605381412,242.684985696596,1.16238765343234,20.10839,18.48384,17.50738,17.02583,16.69003,3.614813,3.701125,0.1317776,1.763793E-05
1237648675605381519,242.725865923535,1.21246415480659,20.37615,18.44395,17.37213,16.89075,16.50097,3.591825,3.697651,0.1149076,2.836124E-05
1237648675605381955,242.681246295958,1.18455884296154,23.97262,20.95619,19.13717,18.3843,17.99644,4.716533,2.968661,0.3692911,0.0002194417
1237648675605446927,242.810975514005,1.12749712450661,18.25661,17.47846,17.03543,16.51574,16.53835,3.301138,3.123815,0.1067022,4.322444E-06
1237648675605512669,243.074280494521,1.20205201290643,24.8228,21.25789,19.36675,18.66167,18.28201,6.0741,2.969044,0.4042451,0.0002520222
1237648675605709027,243.513097438922,1.22115499257666,19.83351,18.12701,17.31176,16.89281,16.5676,3.498923,3.320884,0.1084039,1.593983E-05
1237648675605709414,243.53527201176,1.17492872162924,21.53982,18.5928,17.09214,16.50543,16.11878,4.69227,3.928384,0.2280073,4.365524E-05
1237648675605774871,243.624402903415,1.16759755084609,18.02971,16.8872,16.42735,16.15031,15.96064,4.886796,4.953854,0.0286315,6.309466E-06
1237648675605775352,243.57289732599,1.18330260234413,22.56347,21.00497,19.24346,18.43379,18.01988,6.503291,2.968552,0.4388816,0.0001292538
1237648675605905876,243.896289665695,1.16107712730778,19.78039,17.85726,16.89594,16.46699,16.09876,7.278738,7.698521,0.07942327,2.034813E-05
1237648675605905957,243.927501116328,1.2490247692096,19.38903,18.33714,17.6864,17.27947,17.02616,3.13598,3.136125,0.1327327,6.144829E-06
1237648675605906515,243.914391337881,1.16383664987723,22.47429,20.58111,18.91054,18.26083,17.8601,5.82553,2.968464,0.3678472,9.794674E-05
1237648675605971564,244.105990249417,1.25443666276553,20.13236,18.42024,17.53586,16.99387,16.57228,5.054932,9.840793,0.085917,1.874407E-05
1237648675606036798,244.163171529857,1.20776656809694,19.39457,18.11488,17.46252,17.07111,16.83985,3.260529,2.997931,0.05537476,6.243855E-06
1237648675606037663,244.241785670508,1.21079730778244,25.53739,22.4886,20.50547,19.88425,19.63099,1.651067,1.60694,0.1380283,1.810509E-05
1237648675606102763,244.412607419662,1.24860655447444,22.45165,20.35101,18.64342,18.02057,17.56166,3.476825,4.175045,0.3418921,7.854745E-05
1237648675606167707,244.493573868857,1.15513866632918,18.86985,17.91304,17.55133,17.18573,17.09064,3.510283,3.193473,0.05902028,5.924683E-06
1237648675606167925,244.45636020883,1.16177485962072,18.83757,17.12259,16.36792,15.90656,15.59752,6.789775,7.49735,0.05877787,7.546178E-06
1237648675606233552,244.641485947477,1.25078593882786,18.85786,16.96216,16.00313,15.49234,15.12086,7.41195,8.411619,0.05765377,1.710475E-05
1237648675606233649,244.693469093976,1.20067893308518,19.56508,18.07842,17.59711,17.30647,17.1456,5.622434,6.382125,0.05813755,8.304068E-06
1237648675606233743,244.735297719392,1.18417872339398,18.20337,16.35203,15.42559,14.97615,14.64996,8.246449,9.799493,0.05805147,1.12493E-05
1237648675606364901,245.020322050615,1.19440325368308,20.30055,18.30311,17.22537,16.75204,16.31129,3.964283,4.131877,0.1448038,2.897505E-05
1237648675606430099,245.086634223551,1.22843622774763,16.85358,15.63081,15.09907,14.80041,14.57816,14.08261,14.03854,0.03223962,9.880965E-06
1237648675606495770,245.240442254928,1.19739960663474,19.91665,17.79408,16.81001,16.37159,15.9891,3.549466,3.586658,0.08652647,2.053059E-05
1237648675606495865,245.281669623925,1.17775832531757,19.52551,18.07914,17.3061,16.86974,16.54156,5.314542,5.658194,0.1330015,1.698382E-05
1237648675606692011,245.717327404757,1.19935097273064,20.17674,18.05407,16.93844,16.47408,16.07866,3.49685,3.347311,0.1363494,2.008761E-05
1237648675606692412,245.713220366985,1.22268212597057,19.93156,18.41355,17.53808,17.08871,16.76065,4.576808,4.404191,0.1362663,8.080843E-06
1237648705668448623,223.685357411681,1.00765288487523,24.13341,20.31828,18.56401,17.9597,17.531,4.2084,3.490439,0.3187055,7.762131E-05
1237648705668448888,223.616663223619,0.858934241439721,25.13189,21.47266,19.79833,19.17278,18.7069,2.818493,2.318728,0.403997,0.0001598551
1237648705668449098,223.691907643229,1.00866684954954,23.75503,22.35229,20.78473,19.89297,19.93683,2.543754,2.190023,0.4818604,9.316378E-05
1237648705668449135,223.703507761705,0.940573446696334,25.03735,21.3953,20.47164,19.5089,19.14961,4.007151,2.969346,0.6187077,0.0001581339
1237648705668513912,223.85251450864,0.873238058305871,22.45628,20.0072,18.41677,17.82448,17.442,5.179431,2.969233,0.3177607,5.407088E-05
1237648705668514051,223.789767637333,1.0506557763661,20.43159,18.97829,17.94093,17.45952,17.17231,4.337569,4.65085,0.2015358,3.844877E-05
1237648705668514144,223.865194264804,0.996557406618858,21.5968,19.4507,17.97527,17.42513,17.04613,3.567962,4.00527,0.2347792,4.025025E-05
1237648705668514180,223.772089969933,1.02068259112087,21.65438,19.49272,17.80917,17.19806,16.81877,9.62773,2.969233,0.31528,5.981764E-05
1237648705668514491,223.785684519546,0.983182369652805,25.42296,22.26268,20.66065,19.51059,18.97849,2.021324,2.003272,0.5687879,0.0001117654
1237648705668514497,223.785132353394,0.939416993790445,22.301,21.45627,19.48014,18.68591,18.17809,3.668629,1.80373,0.4761388,7.673709E-05
1237648705668514673,223.831268717512,0.988869449407019,24.12942,21.93649,20.32093,19.52592,18.97407,2.215708,2.055783,0.4753603,8.782611E-05
1237648705668514693,223.833861870962,0.943241851367091,25.44457,22.26511,20.39105,19.35036,18.86013,2.969663,2.969233,0.5732581,0.0001511604
1237648705668579386,223.972085107735,0.983017838704808,25.03021,22.04864,20.27802,19.3358,19.00374,3.39032,2.969467,0.5343594,0.000160085
1237648705668579475,223.921852944845,1.00294559610914,18.58347,17.6133,17.23713,16.96573,16.84185,4.60347,4.731337,0.04391466,5.198355E-06
1237648705668579572,223.983242927467,0.98863398150191,19.36858,18.15229,17.63178,17.31941,17.14637,6.254346,6.122768,0.04349883,8.903884E-06
1237648705668579575,223.985157336418,0.949564000782771,18.60378,16.74774,15.91,15.49034,15.18167,3.988353,4.060406,0.04287855,9.821608E-06
1237648705668580424,223.99508674197,0.973405823000716,23.4851,22.59035,20.76968,19.78507,19.23893,2.349652,2.969467,0.5662004,0.0001248464
1237648705668645147,224.135005548917,0.991104667894708,18.72805,17.50138,16.792,16.3379,16.08153,3.839094,3.969615,0.1396852,5.897699E-06
1237648705668645158,224.148554551629,0.988395773143212,18.64145,16.99837,16.19786,15.68261,15.33547,9.357063,10.2428,0.07959692,5.794196E-06
1237648705668645711,224.135825057866,1.03377024014488,24.23192,22.67098,20.91934,19.72001,19.15507,2.969716,0.980068,-0.0001012913,7.884503E-05
1237648705668710474,224.270698514644,0.945760022615516,24.33681,22.35217,20.7422,19.85814,19.46931,2.968953,2.969419,0.474972,0.0001240429
1237648705668710804,224.26019827684,1.02513014473626,22.4173,20.37216,18.77895,18.15837,17.82899,4.034152,3.177264,0.3057214,4.813269E-05
1237648705668710920,224.326472598641,0.98503470294383,22.54683,21.38917,20.34954,19.63011,19.46991,3.610119,2.969419,0.5313719,8.388502E-05
1237648705668710963,224.184786534329,0.891940948432308,25.30319,22.26047,20.29758,19.4757,18.98578,3.220039,2.969419,0.4738204,0.0001276272
1237648705668711053,224.210157435236,0.968861075944122,24.73012,21.43971,19.69676,18.82016,18.28961,6.246975,2.814799,0.4917432,0.000166391
1237648705668711246,224.270905077707,0.952097115238256,24.96661,22.35461,20.95549,19.90001,19.33761,2.654299,2.969419,0.539126,0.0002442618
1237648705668711366,224.302811517583,0.976359495640622,26.1323,21.82423,20.36492,19.21899,18.62851,7.356683,2.969419,0.5482323,0.0001538323
1237648705668711429,224.322943504944,1.02245409486504,22.15079,21.10333,19.29299,18.52103,18.01655,3.507888,3.292443,0.4480295,0.0001178813
1237648705668776158,224.381143031871,0.889537018507674,20.06937,18.34658,17.40012,16.86864,16.51749,9.097967,8.373427,0.09673838,1.505344E-05
1237648705668776286,224.471119965056,0.934152562038187,22.10147,21.31369,20.59357,20.19269,19.79565,1.360457,1.363114,0.006237303,1.717179E-05
1237648705668841676,224.51195747052,0.943660821984658,20.40667,18.34167,17.35778,16.91952,16.55018,3.062284,2.955745,0.09748159,2.071125E-05
1237648705668841727,224.546186701575,0.889633756322741,20.19983,18.27468,17.12555,16.66191,16.29859,4.644308,4.407408,0.1648705,2.40877E-05
1237648705668841825,224.606341327746,1.05318906401356,19.04593,17.94093,17.45712,17.19458,17.02304,4.38415,3.887111,0.04249464,6.993588E-06
1237648705668842293,224.552141776989,0.972781678502055,23.02106,22.15092,20.2577,19.37589,18.93831,2.016841,2.302963,0.4912333,0.0001365467
1237648705668842473,224.602772516277,1.04333911284922,22.55033,22.63723,20.78833,19.71223,19.15378,7.357827,2.969659,0.5632978,0.0001721099
1237648705668842562,224.622237102674,0.954390080394585,25.59275,22.08649,20.30021,19.3855,18.78842,4.232843,11.30512,0.5278423,0.0001328064
1237648705668842563,224.62374411738,0.95706616721349,22.91305,22.75457,20.79316,19.79395,19.27324,1.89423,2.969659,0.5265797,0.0001309788
1237648705668842582,224.624657444777,0.930223589045816,22.55597,21.98886,20.21584,19.24727,18.77092,4.128858,2.969659,0.5069488,0.0001210327
1237648705668842594,224.628488492509,0.915164237910343,23.89887,20.90117,19.48514,18.5661,18.01498,4.292155,2.471345,0.5066759,0.0001041849
1237648705668842779,224.599420956396,1.00441556092918,24.60058,23.02002,21.17863,20.18597,19.77556,2.904969,2.969659,0.5272387,0.0001845061
1237648705668907277,224.714521902901,1.05277725483268,24.38268,22.66133,20.71944,19.75268,19.31606,11.30345,2.9693,0.5089031,0.000145179
1237648705668907758,224.695689297615,1.02675204117654,22.65344,21.74647,19.92633,19.08779,18.525,2.605668,1.574615,0.4434223,9.451609E-05
1237648705668907793,224.706723526107,0.936845539709172,22.62666,20.90306,19.04051,18.35137,17.83804,3.703655,3.000618,0.4074505,7.68994E-05
1237648705668907947,224.753424859184,0.884247013929614,23.38145,21.06335,19.97724,19.26155,18.88326,2.221255,2.417455,0.1714568,2.960526E-05
1237648705668908077,224.632368933943,0.967589918873872,23.99165,24.74548,22.16884,22.11473,22.21955,1.692056,2.9693,0.4886523,0.001012023
1237648705668908209,224.736337876762,1.01843614369063,23.36797,23.24482,21.35435,20.20038,19.80079,2.314443,11.30375,0.5634151,0.0003309573
1237648705668908220,224.745849761637,0.934796179732987,25.07311,23.24147,21.05261,19.76031,19.40609,2.404716,2.9693,0.5647866,0.0002145252
1237648705668972706,224.810356009987,0.987325576124023,20.52901,17.94882,16.47178,15.13703,14.46251,2.058783,2.005383,-0.0001474982,1.644148E-05
1237648705668972729,224.85622699765,0.914264812416871,20.53517,18.41461,17.14387,16.64629,16.25115,4.587693,4.486391,0.180339,3.732215E-05
1237648705668973112,224.799016050884,0.928802368393334,24.03271,22.25047,20.67281,19.63987,19.1471,11.30488,1.522965,0.5652249,0.0001720317
1237648705668973281,224.853101812257,0.977051731344024,22.44037,22.04381,20.03706,19.1839,18.66728,11.30488,2.96869,0.4710455,0.0002479347
1237648705668973423,224.900567976095,0.9320894784388,23.98727,22.41387,20.43484,19.5367,19.13713,2.755495,1.712157,0.4732858,0.0001221308
1237648705669038276,225.010751437516,1.01348398324712,20.46951,18.48827,17.44714,16.97237,16.58267,3.286391,3.315982,0.1086441,2.493415E-05
1237648705669038305,225.035091051664,1.02452008365256,19.83024,17.81583,16.76317,16.30228,15.93138,4.359816,4.030445,0.1078876,2.292624E-05
1237648705669038314,225.041681055964,0.976741780607894,19.1963,18.69387,18.18153,18.01304,17.65402,3.226613,2.876095,0.261961,6.896421E-06
1237648705669038398,224.961763091536,0.955521922225369,23.50132,20.77924,19.0214,18.3976,18.03211,3.169225,2.672712,0.4241217,7.002035E-05
1237648705669038596,224.939697627138,0.981952847306023,23.31122,22.38299,20.67459,19.67364,19.16059,2.538937,1.607806,0.5192133,0.0002560568
1237648705669038603,224.941829252881,0.978589425465153,25.6373,22.84582,21.10644,19.95534,19.59271,2.28832,2.969819,0.5677387,0.0001832124
1237648705669038740,224.988278445501,1.01168868054647,22.55176,21.78318,20.0477,19.00579,18.54154,3.022856,2.070244,0.5678073,0.0001416384
1237648705669103621,225.079910894005,0.950098886874899,18.69922,17.36835,16.66833,16.37014,16.1963,16.19706,16.21592,1.0918,0.0003017839
1237648705669103794,225.163819258867,1.03096001988305,17.83851,16.47898,15.8053,15.41303,15.13275,13.21784,12.71392,0.07083294,8.378858E-06
1237648705669103798,225.169061887439,1.02046383166428,24.56384,21.72421,20.06021,19.02111,18.60604,3.430337,2.969787,0.5718639,0.0001260139
1237648705669103888,225.080574752551,0.907488848305687,23.01773,22.71591,20.21314,19.28782,18.84109,5.720458,1.338851,0.447748,0.0001210455
1237648705669103935,225.110345879525,0.868701439481035,20.63581,18.60877,17.57698,17.13424,16.77799,2.695185,2.55007,0.1080736,2.637918E-05
1237648705669104067,225.152622703795,0.909106856430177,21.84411,19.59071,18.10323,17.57384,17.16596,3.883296,3.352612,0.2126138,3.260315E-05
1237648705669104246,225.079631568468,0.870403492676954,26.16476,22.19052,20.81085,19.90493,19.44347,2.354733,2.016665,0.5059143,0.0001827487
1237648705669104497,225.169294569261,0.962677240386307,25.64079,22.3681,20.73038,19.62545,19.0885,2.969515,2.969787,0.6158924,0.0001838732
1237648705669104556,225.18624869207,1.03020071658092,23.98038,22.24312,20.55598,19.2833,18.74043,2.969515,2.969787,0.5693163,0.0001612301
1237648705669169343,225.277311652952,0.957935655051744,18.87807,17.47245,16.68009,16.22712,15.90947,6.390783,7.45899,0.1075899,8.385194E-06
1237648705669169403,225.322361044136,0.986688620509557,20.30206,18.39115,17.33829,16.90888,16.53005,5.197448,5.162488,0.1316209,3.441951E-05
1237648705126858988,212.884846704886,0.465793929404053,19.91152,17.86002,16.76313,16.30512,15.95296,4.225523,4.253037,0.1447121,2.266741E-05
1237648705126858989,212.883841643216,0.465994358361233,21.18134,19.1744,17.85382,17.34729,17.05075,8.079457,6.924467,0.2551171,5.161974E-05
1237648705126859079,212.826682175135,0.565513018393628,21.16084,19.30665,17.90501,17.30273,16.86242,5.006728,5.438965,0.2613679,3.383436E-05
1237648705126859452,212.861814662354,0.526013010112811,24.13676,22.38934,20.92019,19.76733,19.22575,2.593189,2.969788,0.6230651,0.0001427848
1237648705126924435,212.959641168051,0.513288157669008,18.62167,16.64823,15.61071,15.10098,14.70314,7.291072,8.925266,0.05459604,1.4209E-05
1237648705126924446,212.963287578344,0.538395868808906,19.7,18.52585,17.80881,17.37052,17.10915,3.59223,4.306235,0.1057341,6.720188E-06
1237648705126924460,212.977553655234,0.497815559492924,19.61586,17.82232,16.97737,16.58277,16.23934,2.927507,3.504994,0.05439847,2.035983E-05
1237648705126924499,213.024373289921,0.485351355563937,18.44178,16.90574,16.14071,15.72687,15.4303,8.370114,9.528737,0.05477605,1.711198E-05
1237648705126924526,213.040026426712,0.531775547003044,18.96429,17.69754,17.02617,16.64228,16.39355,5.200762,5.656304,0.1054251,1.369545E-05
1237648705126924553,213.065315475243,0.523193477311807,18.54098,17.44717,17.07023,16.85359,16.73716,7.52493,7.882165,0.05319332,1.525832E-05
1237648705126924764,212.95744498415,0.430956394691861,22.98619,22.12943,20.35789,19.51759,18.96389,2.755931,2.052984,0.4744285,0.0001161811
1237648705126924995,213.052192039866,0.435141769837266,24.9202,21.55845,19.89403,19.00363,18.5212,3.031511,2.969297,0.4756056,9.328505E-05
1237648705127186518,213.648240944742,0.553507758828063,19.35152,18.51333,17.89371,17.49989,17.3304,3.809464,3.785526,0.1809998,1.216342E-05
1237648705127186843,213.569303769649,0.552684292807131,22.25467,21.88887,20.30892,19.20929,18.50319,5.414268,2.968729,0.6075926,0.0003132785
1237648705127187032,213.656212372071,0.450601470985035,25.81633,21.68226,20.2389,19.21654,18.659,3.006024,18.01184,0.5298895,0.0001512031
1237648705127252195,213.817603726673,0.477440775226188,19.5437,17.60891,16.5561,16.12821,15.78142,5.581327,6.210666,0.1439614,2.475831E-05
1237648705127252267,213.7786922262,0.472960482463977,20.96998,19.34736,17.92463,17.44246,17.08447,5.035182,4.872736,0.2312349,3.619327E-05
1237648705127252472,213.727033052426,0.486800221274292,22.55374,21.37096,20.10165,19.33864,18.85613,3.411129,3.331435,0.5151032,9.882164E-05
1237648705127317972,213.88063251638,0.578148299340561,23.78829,22.19956,20.59807,19.71324,19.20143,7.358604,2.970153,0.530468,0.0001905198
1237648705127318116,213.933200695191,0.539345119005139,23.49711,21.29865,19.65731,18.69855,18.25382,3.779723,2.970153,0.545575,0.0001619439
1237648705127383474,214.031138929483,0.585056819285224,26.10792,22.26624,20.57364,19.44105,18.99792,7.358133,7.358557,0.5297141,0.000174332
1237648705127383601,214.079359416624,0.461934043376061,22.63267,22.25832,21.11206,20.12125,19.68153,2.009289,2.96971,0.5788851,0.0002116015
1237648705127448702,214.156017375323,0.564519139095299,19.30285,18.96915,18.63267,18.17622,17.78125,2.452201,1.884799,0.433724,3.732731E-05
1237648705127448778,214.256990746428,0.477071554320319,17.20695,15.66462,14.96531,14.60201,14.35649,15.21985,16.49664,0.05245277,1.345452E-05
1237648705127448802,214.268525272682,0.507998510150328,18.42077,16.70384,15.83169,15.37991,15.03177,6.882978,6.869872,0.02569302,1.166019E-05
1237648705127448840,214.195707732704,0.606892712445119,22.5434,20.2771,18.69385,18.07395,17.67758,3.942338,3.493662,0.297237,5.509521E-05
1237648705127449054,214.182816837251,0.511294238153201,23.39095,20.85955,19.06078,18.32231,17.98066,4.383651,2.969406,0.4353047,0.0001750063
1237648705127449149,214.210071854702,0.456617000609776,22.86395,22.29847,20.95712,19.75792,19.24561,2.065268,2.969406,0.6350143,0.00015398
1237648705127449204,214.224730691458,0.522866213009605,23.84842,22.27987,20.78338,19.87224,19.49677,2.630696,7.357804,0.5460977,9.510595E-05
1237648705127514227,214.436306301654,0.570681882011999,25.05528,20.89712,18.94798,18.25012,17.83953,3.598638,2.968879,0.429748,0.0001169136
1237648705127514249,214.303552069928,0.533264665574486,18.66418,16.77362,15.87438,15.45335,15.12907,7.277508,6.889217,0.07733578,1.555523E-05
1237648705127514250,214.30476370402,0.535107349028448,20.28194,18.37893,17.50128,17.05193,16.72834,12.16291,11.67098,0.0771817,2.167481E-05
1237648705127514295,214.366528907485,0.482779422978777,17.03711,15.26592,14.43307,14.01931,13.70854,13.77139,14.34529,0.04997522,1.498403E-05
1237648705127514419,214.425046074018,0.533110020668732,19.15092,18.1989,17.54933,17.22028,17.0077,6.190678,7.238594,0.1182185,2.711508E-05
1237648705127514422,214.436462105748,0.479503044288137,22.6884,20.71103,18.70131,18.11822,17.77295,3.898068,4.310404,0.3611151,6.859819E-05
1237648705127514532,214.436097243233,0.599000669891475,22.89716,22.62224,20.73504,19.55636,19.09275,2.694639,2.968879,0.5462514,0.0001149619
1237648705127514728,214.365055907717,0.444204179812744,21.9916,21.52633,20.73313,19.71613,19.17789,2.625086,2.976722,0.7980033,6.854103E-05
1237648705127514783,214.399295590981,0.611987623356057,23.27315,22.01379,20.24613,19.34155,18.77555,7.356545,2.968879,0.5452586,0.0001613866
1237648705127514812,214.414276469049,0.469180696853382,24.16956,21.73096,20.0179,19.17998,18.71876,2.823346,2.968879,0.0001379178,0.0001598782
1237648705127514875,214.439588508955,0.42697386383572,23.11901,20.61809,18.7606,18.23908,17.68931,4.757973,11.30215,0.3033617,6.955699E-05
1237648705127515052,214.436647558557,0.516415608443642,22.22142,21.84697,20.58664,19.48802,19.16694,2.968898,2.968879,0.6859023,0.0003424267
1237648705127579669,214.457752487788,0.510935357182153,17.41887,15.51932,14.56519,14.14185,13.8231,7.390628,9.05255,0.05209216,1.192427E-05
1237648705127579670,214.452148817491,0.510947262591814,19.61438,17.92348,16.88797,16.46831,16.1616,4.141185,5.21529,0.05330114,2.176166E-05
1237648705127579743,214.514366839038,0.51153341336376,19.03542,17.85989,16.84995,16.40047,16.09574,6.760157,8.183402,0.1250686,7.481039E-06
1237648705127579791,214.594501338607,0.622348534489819,25.62997,20.25902,18.38224,17.77312,17.38004,3.768583,4.015158,0.3502899,8.252352E-05
1237648705127579822,214.481900401793,0.49282476482412,20.41012,18.86312,17.74475,17.33492,16.99716,3.994134,5.580286,0.05348853,3.341523E-05
1237648705127579837,214.509058591385,0.484231223262378,19.20536,17.57199,16.39611,15.97055,15.63163,2.91652,4.317313,0.05278205,1.595253E-05
1237648705127579838,214.507412009604,0.483120927096888,19.97229,18.5913,17.45066,17.08355,16.77024,2.761864,4.184815,0.05272808,2.278384E-05
1237648705127579856,214.53602135832,0.481225582646248,23.5398,21.48394,19.46165,18.88409,18.55545,7.27403,2.970348,0.3367999,6.021132E-05
1237648705127579858,214.536707050553,0.486773926933345,19.23876,17.94606,17.05773,16.65038,16.3473,6.254104,8.241555,0.0539526,1.396541E-05
1237648705127579871,214.553006695697,0.622279773398676,19.81553,18.31184,17.08836,16.63131,16.24049,4.773918,6.668908,0.1183404,2.449091E-05
1237648705127579887,214.573906154508,0.592290809602603,19.46378,18.49745,17.66712,17.25874,17.03019,3.374696,4.588605,0.1218743,8.927276E-06
1237648705127580111,214.452466641877,0.462456982184363,22.14158,21.5645,20.25286,19.38523,18.97162,7.358589,7.360138,0.5783798,0.0002183431
1237648705127580161,214.500376105672,0.444258753346206,22.59016,21.67334,20.48626,19.55444,19.13161,2.841072,3.829562,0.625591,9.596696E-05
1237648705127580189,214.52874333286,0.586232320311064,22.92597,22.43292,20.52757,19.47096,19.04886,2.969722,2.970348,0.5114128,0.0001439145
1237648705127645266,214.694472487298,0.560687767365133,18.92915,17.94326,17.4894,17.189,17.15959,2.778946,3.294798,0.05299084,6.78294E-06
1237648705127645384,214.658872730779,0.45251338467398,20.33722,18.68769,17.68975,17.31085,17.07121,3.083111,4.022244,0.1224157,3.975483E-05
1237648705127645405,214.702762129327,0.496449859403659,18.51891,17.25058,16.68086,16.34006,16.16329,6.679159,7.384739,0.05325393,1.06367E-05
1237648705127645407,214.704334386995,0.474987851110113,18.8904,17.77925,17.19017,16.86358,16.72712,5.726024,5.964895,0.05265518,8.746079E-06
1237648705127645765,214.687250544963,0.602598425750987,25.80759,22.23521,20.80458,19.94624,19.55893,2.924997,2.969794,0.5220274,0.0001352918
1237648705127645820,214.703040658721,0.505445627124349,22.85528,21.48598,20.49494,19.66693,19.22539,3.037067,2.969794,0.6848941,0.0002413126
1237648705127645998,214.611904479369,0.48537265230899,25.69404,23.19735,20.91935,19.51226,19.02391,11.30568,2.969794,0.6246884,0.0001529707
1237648705127710830,214.880352677154,0.6084671089326,20.27336,18.49353,17.50799,17.05199,16.86389,4.642869,5.667925,0.1261526,2.406166E-05
1237648705127710869,214.778927423997,0.602646486132587,19.51418,17.69001,16.7824,16.3598,16.14844,3.216692,3.954571,0.1008734,2.489399E-05
1237648705127711189,214.768614389468,0.549743154522951,22.6951,21.54823,20.22614,19.37503,19.08769,3.538079,2.969271,0.5539211,0.000120789
1237648705127711664,214.88258745292,0.52107995483924,22.63234,22.82203,21.36984,19.86383,19.36494,2.969375,11.30364,0.7235453,0.0001747266
1237648705127776485,214.946335051585,0.434741423808437,19.74684,18.25131,17.4187,16.99965,16.75261,3.703513,3.868335,0.131275,1.380844E-05
1237648705127776528,215.000998664454,0.560666206862976,19.96513,18.27988,17.44608,16.99166,16.64544,5.055981,5.171944,0.06575461,1.640169E-05
1237648705127776562,215.042417587747,0.478767838838027,19.36201,17.98912,17.24744,16.86707,16.61696,5.416745,5.54969,0.1375907,1.48712E-05
1237648705127776650,214.903789983382,0.585102056876649,21.68124,21.41856,20.74452,19.83215,19.72841,2.888085,3.009559,0.7277846,0.0001218727
1237648704046759994,198.356363205279,-0.328044454079916,25.28078,21.70171,20.1548,19.37002,18.84982,2.705373,2.189161,0.4112722,8.184607E-05
1237648704046760145,198.367593989871,-0.356065359997624,20.73523,18.85085,17.56961,17.08212,16.70905,4.721174,5.11559,0.2118236,5.372635E-05
1237648704046760198,198.428206426225,-0.384405699717528,18.44623,17.23412,16.67523,16.29652,16.07245,5.600729,5.589859,0.09444475,6.069213E-06
1237648704046760240,198.3684198634,-0.345940334394305,24.48734,20.77408,19.16367,18.45882,17.92051,3.996673,3.60993,0.4472921,7.692792E-05
1237648704046760550,198.336858697352,-0.218800525467425,24.57992,22.96763,22.2155,22.45372,22.82691,1.533155,2.96929,3.174457,-1
1237648704046825622,198.462136290129,-0.219281374332782,19.30241,17.78075,16.90307,16.49114,16.18247,5.567865,5.855546,0.121077,8.223555E-06
1237648704046825624,198.46612369839,-0.254391306820965,20.16626,18.28559,17.22367,16.79652,16.4039,5.251847,4.671544,0.1380548,2.939174E-05
1237648704046825654,198.493224301194,-0.256808281530558,19.09543,17.3131,16.35899,15.97224,15.63603,2.852538,2.868777,0.1387181,1.440267E-05
1237648704046825668,198.501136705786,-0.350657819923791,19.93487,17.91528,16.87629,16.43629,16.0476,5.323276,5.202849,0.1209111,3.044492E-05
1237648704046825961,198.43824020816,-0.309829241616991,23.28441,22.47034,20.99129,19.8564,19.26842,2.967483,2.969976,0.7291693,0.0001785153
1237648704046826090,198.476240490208,-0.224533333821997,25.59344,22.30646,20.71465,19.64594,19.04139,2.969401,2.969976,0.5818941,0.0002124911
1237648704046826198,198.503525538936,-0.300281610673338,22.24945,21.04514,19.31844,18.61935,18.13679,3.155581,3.630203,0.2905678,8.455708E-05
1237648704046826329,198.54984400344,-0.384435303729621,25.69549,21.76404,19.67524,19.09819,18.87691,3.031642,2.969976,0.3434319,7.415794E-05
1237648704046891095,198.701397641934,-0.412739006346433,19.09171,16.93303,16.00233,15.63252,15.43036,1.540958,1.582088,-6.055953E-05,8.423012E-06
1237648704046891215,198.602636572189,-0.411987012204172,24.36051,20.81606,19.05205,18.4565,18.05073,2.904748,4.102787,0.3452975,5.410176E-05
1237648704046891947,198.719651726205,-0.260685020858774,25.46978,22.81715,21.08868,19.76142,19.2063,2.969312,27.91279,0.723547,0.0001886935
1237648704046956838,198.777823174559,-0.372062178477098,21.7523,21.3943,20.6237,19.75703,19.34876,2.158762,1.563797,0.7274925,7.757802E-05
1237648704046957085,198.788899027695,-0.306427718404765,21.42489,21.14681,20.43257,19.71716,19.84984,4.425747,2.96895,0.576797,8.086031E-05
1237648704047022274,198.891864618499,-0.215763775104502,23.26737,20.88208,18.98859,18.41009,17.91836,2.624008,3.063262,0.3614293,8.229144E-05
1237648704047022305,198.96852236598,-0.390843557776199,21.77014,19.89799,18.27554,17.71179,17.30638,4.889177,5.28591,0.3699,4.36563E-05
1237648704047022453,198.889650414265,-0.328991154037517,24.08312,21.834,20.79889,19.93916,19.84204,2.819645,7.35661,0.6299421,0.0001866838
1237648704047022465,198.890428683715,-0.369597776813932,23.88055,21.83024,20.10216,19.11048,18.61614,3.040737,2.968924,0.5130792,0.0001097969
1237648704047022540,198.917854905641,-0.401677272136971,24.78805,21.60934,20.07628,19.27146,18.91081,2.564382,2.968924,0.5108927,0.0001326766
1237648704047022900,198.885413009844,-0.249282327066083,25.92868,22.75267,20.83948,19.6215,19.01197,2.457936,2.968924,0.6283429,0.0001318181
1237648704047087753,199.178681772321,-0.369682111058061,19.95724,18.16895,17.30886,16.92909,16.62785,2.513934,2.512196,0.08260613,1.878519E-05
1237648704047088004,199.068291339534,-0.228436395816641,20.85253,20.84742,19.93002,19.66898,19.06771,68.29408,2.969886,0.6854169,0.0002254174
1237648704047088060,199.091693994964,-0.262164930670558,25.42322,22.30087,20.83148,19.81656,19.35838,7.357838,2.969886,0.5897763,0.000256538
